Id,ProductId,Score,Time,Summary,Text,HelpfulnessNumerator,HelpfulnessDenominator,ReviewDate,HelpfulnessRatio
192534,B006GA666U,3,1233878400,Too strong for me!,"Interestingly, I do not disagree with the positive reviews -- this is a super strong coffee! Army coffee, as one reviewer said! Or, a slap in the face, as another one said! This is just too strong for me. I thought I liked strong coffee until I tasted this one. It made me realize I'm really a medium type of girl. I drink my coffee black and I had to water this one down to be able to drink it at all. I would have given only one star, b/c I don't like it personally, but gave it three b/c I recognize that what I hate about it is exactly what some will love about it! So, army coffee lovers, slap-in-the-face coffee lovers, this is for you! Medium guys and gals, not so much.",2,4,2009-02-06,0.5
374500,B00473R59K,2,1345420800,"Poor Packaging, Moldy Applesauce","When the package arrived, I opened it to find it was wet - one cup of applesauce had been punctured and leaked all over.  After a few weeks, I opened another cup and it was full of mold.",1,1,2012-08-20,1.0
61581,B001EO5R0Y,4,1168992000,About right...,"My experience so far with black organic teas is that they tend to be lighter in flavor that their non-organic counterparts although I can think of no good reason for this. Stash's Organic Ceylon is no exception - it has a good, but subtle flavor.<br /><br />The quality is good: the leaves are small tips and there is very little tea ""dust"" or stems in the bag.<br /><br />I have blended this 1:1 with Stash's Organic Assam for an easy drinking English-style tea.",6,7,2007-01-17,0.8571428571428571
473558,B004M8PNQM,5,1323907200,Sharon,"After trying the 32 oz bottle, I just knew I had to get the 12 oz for convenience of  Just the right amount to hit the gym for my way to start the day.  Love the juice, great flavor and to find that it is all natural is a real bonus !!",0,0,2011-12-15,0.0
131433,B000YDRP2Y,1,1319673600,The worst!,"Do not buy this soup!  I bought their lentil and vegetable at a county fair.  Bad decision!  The ""vegetable"" contains nothing but desiccated potatoes - no other vegetables!  The lentil taste is horrible. The soup is expensive so  money wasted.  I complained to this company and they could care less.",2,2,2011-10-27,1.0
419168,B002HFQXRU,3,1282953600,Prince of Peace Ginseng Tea,"I recently purchased this item and was not satisifed.  The picture depicts a box with 10 smaller boxes in it which is what I have received in the past for about the same price.  When I received my order, I had only received 2 boxes with 10 foil packs in it.  I rated the purchase and thought nothing else of it.  The company contacted me by phone and asked how they could make my experience better and after I explained that I was disappointed with the amt that I had received, they attempted to correct their error.  I still feel that the picture is misleading and should actually be changed to show the smaller box you actually receive with only the 10 envelopes showing.  I am more satisfied with the company's customer service than with the actual product and will probably order from them again in the future but not with that product.",1,2,2010-08-28,0.5
468614,B001EQ4MQW,5,1175212800,Sip and Savor,"This tea is absolutely splendid, either iced or hot.  It's the only<br /><br />drink that gets better as it sits.  Its ""zip"" actually increases.",3,3,2007-03-30,1.0
7021,B004K30HO2,3,1316476800,Good Start but Could Be Better.,These cups work for the most part except for the fact that all most all of them leak out the top of the cap. All seem to wick some leakage through the paper filter at the cap and cup joint and approximately 10-15% overflow and leak around the cup and down the sides providing some grounds with the coffee.,0,0,2011-09-20,0.0
307625,B007OXJJQ2,5,1300579200,"Love, love this coffee!","Partial to blueberry anyways, but this coffee fills the house with a wonderful smell and makes you want to drink more! I highly recommend this flavored coffee :-)Top it off with french vanilla creamer for a special treat!",0,0,2011-03-20,0.0
106836,B003185UA8,1,1340841600,OATMEAL and Lamb,"Lamb and rice formula was awesome, used it for years without any doggy digestive problems.  The photo and description on Amazon are wrong now though.  Amazon is currently shipping out the new OATMEAL and Lamb formula which my dog cannot eat because of digestive issues with oatmeal.",0,0,2012-06-28,0.0
405269,B005K4Q4LK,5,1324080000,Very Happy With This Item!,I was very happy with the taste of this cappuccino!  Unlike the coffee's which i find to be a little strong for my liking this item was perfect! With the coffee i always use the large cup option and add a ton of cream & sugar to make it where it isnt sooo strong.  But the cappuccino is good even in the small cup option! It taste very much like what you buy at a good convenient store from one of their cappuccino machines!  Looking forward to when this becomes available again so I can order more.  You will really want to order this 3 pack instead of a single pack!,1,1,2011-12-17,1.0
440823,B001VNEBAK,4,1338249600,Ground Pepper,"The delivery was pretty quick.  The 35,000 Hu ground pepper, of course, is pretty lively.  I am taking it to reduce colesteral -- it is supposed to be taken long-term before effects are shown.  Product and delivery are as advertised.",0,0,2012-05-29,0.0
299011,B000HPZM74,5,1319587200,Best Bones,My dog loves these bones and I couldn't find them anywhere!! Imagine my surprise when I googled them and found the I could get them thru Amazon!,1,1,2011-10-26,1.0
21143,B002QWP89S,4,1339459200,Good value and dogs like them!,"These do help to keep my dogs teeth clean and they are just the right size for my 7 lb chihuahua. Much, much better value on Amazon then your local pet supply warehouse.",0,0,2012-06-12,0.0
345395,B001GVIT6E,5,1259539200,wonderful coffee,"A friend once sent me a package of Jacobs coffee from Belgium and I fell in love with it.  It is a wonderful mild but rich coffee, not bitter like so many popular coffees.  I was thrilled to find it available on Amazon.  I have another friend who can purchase it at the army commisary and said I paid close to what she pays.  Good deal for the best coffee I have had.",0,0,2009-11-30,0.0
121420,B0051WA1H4,5,1339200000,Mushroom Popcorn,"I am a popcorn lover and this popcorn was amazing.  It pops up great, really tasty, and quite a conversation piece.",1,1,2012-06-09,1.0
27976,B00029LEEK,5,1129161600,d best!,"I've known this drink since a child, especially around Xmas time when this was d most sought after drink, u know it's Xmas when you were served this drink!  Yeah!!!  It's still the best -all year round.",6,7,2005-10-13,0.8571428571428571
177582,B004U49QU2,3,1312761600,Poor Cookies,"These should be amazing.  Really, just look at that picture!  A chocolate chip cookie that is chewy on the outside and full of creamy fudge.  Good glory, I could go into a happy coma just thinking about it.<br /><br />Unfortunately, they are not so good.  The fudgey middle is actually just a bigger chocolate chip, and the cookie is more crumbly and dry than chewy.  The taste is heavily dominated by all of that chocolate, and the chocolate, while not bad, is not good enough to stand on its own.<br /><br />Don't break your heart by buying these.  Just look at the picture and dream.  If you must, but the Chocofudge variety instead.  I have eaten both (nom nom *cry* nom nom) and the Megafudge surprisingly has less flavor.",0,0,2011-08-08,0.0
23305,B00514DPDY,5,1334880000,A great alternative for those with food sensitivities,"Rice Thins are crunchy and delicious wafers that go perfect with the filling of your choice for a great 'sandwich' alternative to bread. They are also very low in calories, too. Give them a try and you will find they become a staple in your kitchen.",0,0,2012-04-20,0.0
21503,B002QWP89S,5,1241654400,Good things!,My dog loves Greenies Treats and because they are good fo rher that makes them even better!,0,0,2009-05-07,0.0
368668,B005K4Q1W2,1,1321920000,Not a good K cup,"Worse K cup I have ever gotten..tasted horrible..had to stir it and it has a very strange taste. Comes out a very strange color, almost watery and light brown.  You can put this k cup over ice or have hot and I tried both ways. Both were terrible.",1,1,2011-11-22,1.0
318445,B000LKX4JI,5,1189641600,yummmmmy....that's me picking it out of my teeth...mmmmm,"This candy is the best ginger chew I have ever eaten. They are insanely addictive. In fact, I have loved everything I've gotten from the ginger people. If you know someone who loves ginger, buy this and spread the wealth! You'll eat them till your teeth stick together and you sit there with a silly grin on your face picking it out of your teeth!",1,1,2007-09-13,1.0
534757,B001BCOZ9S,5,1328313600,My Puppy loves it,""" Hadley "" My 12 week Australian Shepherd pup loves this!  She finnishes the bowl and acts like she wants more. Her stools are nicely firm and not too smelly. Plus she seems to have lots of energy to keep up with her big brother dog. This food contains fruit and veggies I can really see! It has a wonderful aroma too. I think it is important that corn is not the major ingredient like in many grocery store foods. I'm really glad this puppy food is on the subscribe and save plan because that will help. Thanks Amazon!",1,1,2012-02-04,1.0
380288,B0007NCNYG,5,1139443200,Better than Douwe Egberts,"This order came practically before I finished paying for it!  The coffee flavor is delicious, and the fact that it makes an 8 oz. cup rather than a 4 oz. is even better!  The pods are individually sealed in foil, which keeps them fresher.  Just a helpful hint, though...I wasted a couple of pods by putting it in the 'double pod' Senseo holder...it came out watery...thought there was something wrong with the coffee maker.  Then I put it in the 'single pod' holder, and it was perfect!",5,5,2006-02-09,1.0
444354,B0029NIO1S,5,1350086400,"Excellent product, exactly as advertised.","I have a basenji dog that is a bit ""picky"" and will not eat some dog foods (I have tried several of the ""premium"" and ""super-premium"" dog foods.<br /><br />He loves several of the Cesar Canine Cuisine foods and this is one of his favorites.  There is never any hesitation when I put his food down, he digs right in and consumes it almost instantly.<br /><br />There have been no GI upsets with this food - his stools are completely normal.  Traveling with him is easy with this food because it doesn't require refrigeration and no mixing - although I do give him dry food to ""snack on"" at will, he usually eats only a small amount of this and only when he has been very active.<br /><br />He gets two packages a day, one in the morning, one in the evening so a pack of 24 lasts 12 days.",0,0,2012-10-13,0.0
447109,B000JWIC72,5,1246060800,low carb mocha mix,"The product makes a delicious blended mocha.<br />Received product a few days after order.<br />Somewhat expensive, but worth it.",1,1,2009-06-27,1.0
290184,B00316USL6,4,1327968000,gamble paid off,"My daughter bought a green one of these from a candy store this summer.  She never got past the ears.  She wished there had been a red one because she was SURE she would like it better.  So, I decided to get her one for Christmas.  After reading the reviews, I was a little reluctant to spend $10 on something I thought would end up in the trash.  However, it was a big hit!  Does it taste like the small, high quality gummy bears? No, but, it did have a good texture and a decent taste.",1,1,2012-01-31,1.0
159873,B005VOONLW,5,1335744000,Light and tasty,"If you appreciate coffee with a social conscience and you want a delicious light blend, this is for you. The little pods are fine for making a 4 oz coffee but anything larger will be too pale for most people's taste. So, while the coffee is very good, you will likely need to use two of the bags to get your morning buzz. The packaging is an entertaining read that gives you snippets about the Marley family and the origin of the coffee. Plan on waking up to a lovely day while your supply lasts.",0,0,2012-04-30,0.0
268768,B004SRFYMK,5,1314835200,Love it!,"I was skeptical, hadn't found a flavored coconut water I liked. Well, I've become addicted to this one. I dig through the fridge looking for one when I'm out. Hate having to wait for the next delivery. No Prime shipping on subscribe & save. I feel deprived when it's just plain coconut water now. Try it!",0,0,2011-09-01,0.0
454745,B001XWRLRE,2,1320192000,Organically incorrect,"Considering the extra that one pays for organic products, this product did not deliver.  For one thing it did not pass my smell or taste tests.  Thyme is a fantastic herb, and I expected the organic to be even more robust than non-organic.  I understand that it is dried for packaging, but even so, I did not expect to have to ""struggle"" so much to extract it's aroma or develop its flavor profile in my dishes.  Non-chef that I am , I have been around the kitchen long enough to know what I am working with when it comes to my favorite herbs and spices.  This brand does not measure up.",3,4,2011-11-02,0.75
500066,B001CU0N4A,4,1304899200,Great Tasting and Satisfying!,"I've been looking into finding more high protein snacks with low carbs and calories and this snack fits the bill.  The only reason I gave it 4 stars instead of 5 is because of the high sodium content.  I'd really like to see a lower sodium version of these sticks, even if it's just removing 100mg of sodium would be great.<br /><br />But it tastes great, everyone in the family likes them.  I've tried the spicy pepper from a local store and loved it, but it would have been too spicy for the kids so I purchased the 2 boxes of terriyaki from Amazon.  I'll probably buy the spicy again and just horde it for myself while getting bbq as well so the kids can have those.",0,1,2011-05-09,0.0
221105,B0041CD2PS,5,1332892800,"Fast, satisfying, tasty.","My Southeast Asian colleague tells me this is the most authentic laksa she's ever had outside the region. The mix is flavorful without being chemical and artificial like many soup powders. Oh, and I had the opportunity to attend a Prima Taste cooking class in Singapore!! They are the real thing.",0,0,2012-03-28,0.0
420694,B000NP30V8,5,1330387200,Delicious!!!,"Delicious!!! I received a few of these in a sampler package from Keurig.com. Good strong coffee, No Bitter/Bad aftertaste, just smooth strong coffee! I will definitely be ordering some more of these k cups!",0,0,2012-02-28,0.0
212875,B0030VJ818,5,1297728000,Great packaging!,"This is the easiest and fastest way to get my son to eat his fruits and veggies.  He is 1 and can feed this to himself...great for on the go, in the car, etc.  He sucks it right down, no mess and eco friendly :)",1,1,2011-02-15,1.0
414011,B0026KPDG8,4,1285632000,pretty good snack,"I liked the popchips, specially the taste and low calorie fact.<br />Also the individial serve bags keeps them fresh and pack just what<br />you need need for a snack.",0,1,2010-09-28,0.0
330027,B002QWHJOU,5,1326153600,My dogs go crazy for these,"Heaven forbid that I should run out of these, so I usually order more than one box at the time. My dogs are small, so I always buy the LITE Teenie Greenies. My dogs love these so much they will do anything I ask them to do just to get one. They will come to me when I call them, no matter where they are, if they think they'll get a greenie reward. I give each one of my two little dogs a greenie everynight before their bedtime, and they know the routine so well till one of them runs to her bed and actually opens up her kennel door with her paws, then climbs in and waits for her greenie. I have never seen a dog yet who did not love greenies.  Even my almost toothless fourteen year old schnauzer loves her some greenies.",1,1,2012-01-10,1.0
545007,B001E5DRMI,5,1308268800,Single source tea-so great!,"This tea takes loose tea to a whole new level.  This is single source tea, like a varietal wine.  The tea is great, and even the packaging is very good.  It is a nice metal can with an inner metal sealing piece. Very good product for the money.",0,0,2011-06-17,0.0
